student_id
36472
48608
61605
38083
107610
45777
109253
59218
91342
72010
38954
61502
64355
52878
80743
56857
40488
64595
37957
28993
45312
31032
58893
59188
40517
39007
92600
81719
45894
51307
115503
108540
52979
52487
52490
179410
35624
61026
40791
47739
40666
49262
37337
62139
36235
48987
82758
84326
48769
52165
36591
51399
56296
61910
57366
69236
51922
116846
32779
70955
75404
32561
32787
103388
103586
111727
32973
38985
60709
90730
71702
50644
46907
41014
57035
62653
28424
84369
48389
107773
75413
75416
39218
116683
49185
49211
49336
36453
68678
36021
59541
44612
59537
59377
34625
86864
62097
111399
49347
69689
179389
55053
53131
91205
49356
59928
59472
53135
53139
48903
68661
58748
28848
72805
69644
38389
107715
111951
65891
55535
105908
71983
32993
68465
55578
49312
96327
40740
80329
51395
